ward,target
10301003: Ward 3,14.668215977932956
10301004: Ward 4,11.252464749792308
10301005: Ward 5,12.744311964432926
10301006: Ward 6,17.226687237197982
10301007: Ward 7,14.859761239418935
10301008: Ward 8,14.073569420879057
10301009: Ward 9,18.75499005007195
10301010: Ward 10,14.60123633032689
10301011: Ward 11,14.94509286829277
10301012: Ward 12,19.70906523870709
10301013: Ward 13,15.307584079063314
10302001: Ward 1,14.691438472965155
10302002: Ward 2,10.400853236597024
10302003: Ward 3,6.22048193302115
10302004: Ward 4,11.850269929501167
10302005: Ward 5,19.795828558201514
10302006: Ward 6,18.026626004726975
10302007: Ward 7,6.760373126726665
10302008: Ward 8,13.194991096038407
10302009: Ward 9,7.932023733328566
10302010: Ward 10,10.993859366738908
10302011: Ward 11,12.688960223566148
10302012: Ward 12,19.897977612558634
10302013: Ward 13,6.084854160626338
10303001: Ward 1,12.583635271718496
10303002: Ward 2,12.467143256316675
10303003: Ward 3,19.205952241003352
10303004: Ward 4,7.835170515333159
10303005: Ward 5,10.164415295704092
10401001: Ward 1,13.959181053455655
10401002: Ward 2,16.792884505699668
10401003: Ward 3,20.116745574962582
10401004: Ward 4,12.731060843358012
10402001: Ward 1,10.122519204178
10402002: Ward 2,13.68178304536686
10402003: Ward 3,8.625893264187875
10402004: Ward 4,15.50443172325173
10402005: Ward 5,12.871246068530928
10402006: Ward 6,13.496675186907575
10402007: Ward 7,10.141130077142378
10402008: Ward 8,20.07784702493731
10403001: Ward 1,21.629434406896085
10403002: Ward 2,21.20705036074016
10403003: Ward 3,20.625679767275326
10403004: Ward 4,9.076611594332249
10403005: Ward 5,7.648935296577475
10403006: Ward 6,7.3665631479026406
10403007: Ward 7,9.84188489936118
10403008: Ward 8,8.066419852665392
10403009: Ward 9,17.177314536459996
10403010: Ward 10,5.030091194838718
10403011: Ward 11,9.810937082543711
10403012: Ward 12,19.5226264340967
10403013: Ward 13,11.59074516814126
10403014: Ward 14,15.258944836485526
10404001: Ward 1,11.239643433623815
10404002: Ward 2,6.177797670188861
10404003: Ward 3,6.565998392167614
10404004: Ward 4,12.117107060985147
10404005: Ward 5,8.021597792008668
10404006: Ward 6,16.60851397461026
10404007: Ward 7,17.55078016436831
10404008: Ward 8,17.442684501923715
10404009: Ward 9,21.961831532714193
10404010: Ward 10,24.321993287311827
10404011: Ward 11,18.182871002341933
10404012: Ward 12,20.267742262307014
10404013: Ward 13,19.44035498421392
10404014: Ward 14,14.064468155366063
10404015: Ward 15,21.987513349059228
10404016: Ward 16,13.795659587214748
10404017: Ward 17,16.87645197845321
10404018: Ward 18,6.019788869403525
10404019: Ward 19,8.793850570988498
10404020: Ward 20,19.190626737965438
10404021: Ward 21,22.945415478946725
10404022: Ward 22,10.73652286532582
10404023: Ward 23,10.982522337630423
10404024: Ward 24,17.442627644800723
10404025: Ward 25,16.29680261761923
10405001: Ward 1,10.967552978779041
10405002: Ward 2,9.110771043339343
10405003: Ward 3,10.990977394121305
10405004: Ward 4,18.217822732039455
10405005: Ward 5,21.80714760647134
10405006: Ward 6,16.59401814558468
10405007: Ward 7,11.701823654596563
10405008: Ward 8,20.82317841750694
10405009: Ward 9,23.90587331598462
10405010: Ward 10,22.58901229668728
10405011: Ward 11,16.91909505094288
10405012: Ward 12,16.299809450136433
10405013: Ward 13,18.4650232357783
10407001: Ward 1,15.30350523222304
10407002: Ward 2,9.825387755179552
10407003: Ward 3,18.7609662389609
10407004: Ward 4,17.30937178886743
10407005: Ward 5,20.395680779762817
10407006: Ward 6,22.72991247485988
10407007: Ward 7,14.884931403495823
10408001: Ward 1,15.074245424071492
10408002: Ward 2,10.594419770320634
10408003: Ward 3,20.108300373173684
10408004: Ward 4,18.00330467285682
10408005: Ward 5,12.118757772416666
10408006: Ward 6,18.088239661339568
10408007: Ward 7,21.576275793829762
10408008: Ward 8,16.40406628043744
10408009: Ward 9,9.841562267297148
10408010: Ward 10,8.250511407778905
10501001: Ward 1,18.89269710644213
10501002: Ward 2,9.413002125709623
10501003: Ward 3,8.540402051583579
10501004: Ward 4,13.364888212181523
10502001: Ward 1,16.50781939821233
10502002: Ward 2,11.324811114905525
10502003: Ward 3,21.080321451591317
10502004: Ward 4,15.811310339290339
10503001: Ward 1,23.214141012549053
10503002: Ward 2,11.244753716784007
10503003: Ward 3,20.133010541637066
10503004: Ward 4,12.64518748856418
10503005: Ward 5,19.904901717453875
10503006: Ward 6,25.440227682570736
10503007: Ward 7,18.897760156570268
19100001: Ward 1,5.698321373133757
19100002: Ward 2,8.410107869838564
19100003: Ward 3,7.63219308254084
19100004: Ward 4,10.804410789526603
19100005: Ward 5,6.8975692880375
19100006: Ward 6,14.883232571705026
19100007: Ward 7,10.960420085010108
19100008: Ward 8,7.999750678517157
19100009: Ward 9,12.911708437799557
19100010: Ward 10,11.123016619693079
19100011: Ward 11,11.026274595548223
19100012: Ward 12,12.813358905363685
19100013: Ward 13,16.91221882432407
19100014: Ward 14,10.835116824300687
19100015: Ward 15,6.495856095753456
19100016: Ward 16,15.087389904242954
19100017: Ward 17,12.920668201332427
19100018: Ward 18,22.097971413991587
19100019: Ward 19,15.479555317176992
19100020: Ward 20,18.309436895600925
19100021: Ward 21,6.012413100106952
19100022: Ward 22,12.917615609029252
19100023: Ward 23,6.004624226787381
19100024: Ward 24,15.345439382532234
19100025: Ward 25,14.514336334000877
19100026: Ward 26,11.575388754281805
19100027: Ward 27,8.561412470028362
19100028: Ward 28,13.745190982590387
19100029: Ward 29,14.985919369705854
19100030: Ward 30,12.017619821005608
19100031: Ward 31,15.039385519281552
19100032: Ward 32,14.400350660445758
19100033: Ward 33,22.933380733119424
19100034: Ward 34,23.67183371467634
19100035: Ward 35,20.652859311601752
19100036: Ward 36,22.169213515689723
19100037: Ward 37,22.01131301038997
19100038: Ward 38,19.11958285808211
19100039: Ward 39,22.80665842952373
19100040: Ward 40,20.623207788731346
19100041: Ward 41,19.52697684181357
19100042: Ward 42,19.52954690050498
19100043: Ward 43,11.248300084650237
19100044: Ward 44,16.82853049736377
19100045: Ward 45,19.260835920666715
19100046: Ward 46,14.155952336652359
19100047: Ward 47,18.43131494594625
19100048: Ward 48,11.290633275513324
19100049: Ward 49,13.039736314096782
19100050: Ward 50,15.062438155083868
19100051: Ward 51,21.008419146705172
19100052: Ward 52,22.80227999087996
19100053: Ward 53,10.36304670422798
19100054: Ward 54,7.452405789570491
19100055: Ward 55,10.486370106980013
19100056: Ward 56,11.068764070631596
19100057: Ward 57,13.297626238309388
19100058: Ward 58,8.218670737881649
19100059: Ward 59,11.129558666372017
19100060: Ward 60,8.655833042432308
19100061: Ward 61,11.339798471570155
19100062: Ward 62,7.156890077473702
19100063: Ward 63,8.723461144410189
19100064: Ward 64,6.86858642642648
19100065: Ward 65,12.252224953191055
19100066: Ward 66,13.368035345106625
19100067: Ward 67,16.204442763001747
19100068: Ward 68,14.229377664874713
19100069: Ward 69,13.830413207123613
19100070: Ward 70,6.014338029700642
19100071: Ward 71,7.673875331083448
19100072: Ward 72,9.906726263849825
19100073: Ward 73,7.334836011797608
19100074: Ward 74,12.79253727791608
19100075: Ward 75,15.11483160887597
19100076: Ward 76,13.272016203729692
19100077: Ward 77,9.579696699241156
19100078: Ward 78,11.723553418258685
19100079: Ward 79,14.31441039066261
19100080: Ward 80,21.371203756185693
19100081: Ward 81,10.777501316162745
19100082: Ward 82,14.832687998733906
19100083: Ward 83,12.147634026785266
19100084: Ward 84,7.536280924442233
19100085: Ward 85,14.047686427939851
19100086: Ward 86,16.826096396587953
19100087: Ward 87,24.90336254485838
19100088: Ward 88,18.75045644076597
19100089: Ward 89,24.192122421409202
19100090: Ward 90,24.508108314924822
19100091: Ward 91,23.85013267417009
19100092: Ward 92,19.150660478301877
19100093: Ward 93,24.382633669061597
19100094: Ward 94,18.897609145163745
19100095: Ward 95,23.985294879749073
19100096: Ward 96,20.726232479390966
19100097: Ward 97,20.930390077278695
19100098: Ward 98,22.392194648817185
19100099: Ward 99,19.12118069556933
19100100: Ward 100,10.28944256630232
19100101: Ward 101,20.670931519074163
19100102: Ward 102,7.475421359997736
19100103: Ward 103,6.254859449521282
19100104: Ward 104,16.57881501813802
19100105: Ward 105,11.805673167576703
19100106: Ward 106,20.518262784669396
19100107: Ward 107,6.273418677652271
19100108: Ward 108,21.391020183861112
19100109: Ward 109,16.319630916677518
19100110: Ward 110,13.345710184998714
19100111: Ward 111,16.345220294537334
